period,area_code,area_name,gender,geography,age,n
2018-06-30,E01006169,Trafford 013B,Persons,LSOA,0,23
2018-06-30,E01006170,Trafford 013C,Females,LSOA,0,6
2018-06-30,E01006170,Trafford 013C,Males,LSOA,0,13
2018-06-30,E01006170,Trafford 013C,Persons,LSOA,0,19
2018-06-30,E01006171,Trafford 013D,Females,LSOA,0,8
2018-06-30,E01006171,Trafford 013D,Males,LSOA,0,10
2018-06-30,E01006171,Trafford 013D,Persons,LSOA,0,18
2018-06-30,E01006172,Trafford 016E,Females,LSOA,0,2
2018-06-30,E01006172,Trafford 016E,Males,LSOA,0,13
2018-06-30,E01006172,Trafford 016E,Persons,LSOA,0,15
2018-06-30,E01006173,Trafford 018B,Females,LSOA,0,9
2018-06-30,E01006173,Trafford 018B,Males,LSOA,0,9
2018-06-30,E01006173,Trafford 018B,Persons,LSOA,0,18
2018-06-30,E01006174,Trafford 014D,Females,LSOA,0,5
2018-06-30,E01006174,Trafford 014D,Males,LSOA,0,12
2018-06-30,E01006174,Trafford 014D,Persons,LSOA,0,17
2018-06-30,E01006175,Trafford 018C,Females,LSOA,0,17
2018-06-30,E01006175,Trafford 018C,Males,LSOA,0,8
2018-06-30,E01006175,Trafford 018C,Persons,LSOA,0,25
2018-06-30,E01006176,Trafford 018D,Females,LSOA,0,11
2018-06-30,E01006176,Trafford 018D,Males,LSOA,0,4
2018-06-30,E01006176,Trafford 018D,Persons,LSOA,0,15
2018-06-30,E01006177,Trafford 018E,Females,LSOA,0,8
2018-06-30,E01006177,Trafford 018E,Males,LSOA,0,13
2018-06-30,E01006177,Trafford 018E,Persons,LSOA,0,21
2018-06-30,E01006178,Trafford 014E,Females,LSOA,0,9
2018-06-30,E01006178,Trafford 014E,Males,LSOA,0,12
2018-06-30,E01006178,Trafford 014E,Persons,LSOA,0,21
2018-06-30,E01006179,Trafford 008C,Females,LSOA,0,5
2018-06-30,E01006179,Trafford 008C,Males,LSOA,0,5
2018-06-30,E01006179,Trafford 008C,Persons,LSOA,0,10
2018-06-30,E01006180,Trafford 011D,Females,LSOA,0,17
2018-06-30,E01006180,Trafford 011D,Males,LSOA,0,11
2018-06-30,E01006180,Trafford 011D,Persons,LSOA,0,28
2018-06-30,E01006181,Trafford 011E,Females,LSOA,0,9
2018-06-30,E01006181,Trafford 011E,Males,LSOA,0,5
2018-06-30,E01006181,Trafford 011E,Persons,LSOA,0,14
2018-06-30,E01006182,Trafford 006D,Females,LSOA,0,11
2018-06-30,E01006182,Trafford 006D,Males,LSOA,0,9
2018-06-30,E01006182,Trafford 006D,Persons,LSOA,0,20
2018-06-30,E01006183,Trafford 006E,Females,LSOA,0,10
2018-06-30,E01006183,Trafford 006E,Males,LSOA,0,15
2018-06-30,E01006183,Trafford 006E,Persons,LSOA,0,25
2018-06-30,E01006184,Trafford 008D,Females,LSOA,0,8
2018-06-30,E01006184,Trafford 008D,Males,LSOA,0,6
2018-06-30,E01006184,Trafford 008D,Persons,LSOA,0,14
2018-06-30,E01006185,Trafford 001E,Females,LSOA,0,16
2018-06-30,E01006185,Trafford 001E,Males,LSOA,0,17
2018-06-30,E01006185,Trafford 001E,Persons,LSOA,0,33
2018-06-30,E01006186,Trafford 003B,Females,LSOA,0,9
2018-06-30,E01006186,Trafford 003B,Males,LSOA,0,15
2018-06-30,E01006186,Trafford 003B,Persons,LSOA,0,24
2018-06-30,E01006187,Trafford 003C,Females,LSOA,0,21
2018-06-30,E01006187,Trafford 003C,Males,LSOA,0,23
2018-06-30,E01006187,Trafford 003C,Persons,LSOA,0,44
2018-06-30,E01006188,Trafford 001F,Females,LSOA,0,14
2018-06-30,E01006188,Trafford 001F,Males,LSOA,0,18
2018-06-30,E01006188,Trafford 001F,Persons,LSOA,0,32
2018-06-30,E01006189,Trafford 003D,Females,LSOA,0,11
2018-06-30,E01006189,Trafford 003D,Males,LSOA,0,14
2018-06-30,E01006189,Trafford 003D,Persons,LSOA,0,25
2018-06-30,E01006197,Trafford 010D,Females,LSOA,0,10
2018-06-30,E01006197,Trafford 010D,Males,LSOA,0,8
2018-06-30,E01006197,Trafford 010D,Persons,LSOA,0,18
2018-06-30,E01006198,Trafford 009A,Females,LSOA,0,7
2018-06-30,E01006198,Trafford 009A,Males,LSOA,0,5
2018-06-30,E01006198,Trafford 009A,Persons,LSOA,0,12
2018-06-30,E01006199,Trafford 009B,Females,LSOA,0,4
2018-06-30,E01006199,Trafford 009B,Males,LSOA,0,10
2018-06-30,E01006199,Trafford 009B,Persons,LSOA,0,14
2018-06-30,E01006200,Trafford 009C,Females,LSOA,0,4
2018-06-30,E01006200,Trafford 009C,Males,LSOA,0,1
2018-06-30,E01006200,Trafford 009C,Persons,LSOA,0,5
2018-06-30,E01006201,Trafford 009D,Females,LSOA,0,18
2018-06-30,E01006201,Trafford 009D,Males,LSOA,0,17
2018-06-30,E01006201,Trafford 009D,Persons,LSOA,0,35
2018-06-30,E01006202,Trafford 009E,Females,LSOA,0,7
2018-06-30,E01006202,Trafford 009E,Males,LSOA,0,1
